id,title,all_artists,release_date,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,speechiness
7dS5EaCoMnN7DzlpT6aRn2,Take Me To Church,Hozier,2014-05-20,0.566,0.664,4,-5.303,0,0.634,0.0,0.116,0.437,128.945,241688,4,0.0464
2V4bv1fNWfTcyRJKmej6Sj,Cooler Than Me - Single Mix,Gigamesh,2010-08-09,0.768,0.82,7,-4.63,0,0.179,0.0,0.689,0.625,129.965,213293,4,0.0474
7KA4W4McWYRpgf0fWsJZWB,See You Again (feat. Kali Uchis),Kali Uchis,2017-07-21,0.558,0.559,6,-9.222,1,0.371,7.49e-06,0.109,0.62,78.558,180387,4,0.0959
3gbBpTdY8lnQwqxNCcf795,Pompeii,Bastille,2013-01-01,0.679,0.715,9,-6.383,1,0.0755,0.0,0.271,0.571,127.435,214148,4,0.0407
3ZFTkvIE7kyPt6Nu3PEa7V,Hips Don't Lie (feat. Wyclef Jean),Wyclef Jean,2005-11-28,0.778,0.824,10,-5.892,0,0.284,0.0,0.405,0.758,100.024,218093,4,0.0707
7wMq5n8mYSKlQIGECKUgTX,Hall of Fame (feat. will.i.am),will.i.am,2012-09-10,0.421,0.873,10,-4.343,1,0.0654,0.0,0.123,0.629,84.786,202533,4,0.0564
78W8wiUIlQ2SnWY9TVowKZ,Back Where I Belong (feat. Avicii),Avicii,2016-06-03,0.497,0.865,0,-3.19,1,0.0306,0.0679,0.443,0.595,125.96,174203,4,0.0644
2jcPoPin36hyNRSi4ZsqeB,The Heart Wants What It Wants,Selena Gomez,2014-01-01,0.616,0.789,7,-4.874,0,0.053,0.0,0.142,0.621,83.066,227373,4,0.0377
2CEgGE6aESpnmtfiZwYlbV,Dynamite,Taio Cruz,2010-01-01,0.751,0.783,4,-3.724,1,0.00379,0.0,0.036,0.816,119.975,202613,4,0.0859
0tBRo4P60DgKmg4jt48upm,Bumpy Ride,Mohombi,2010-01-01,0.709,0.854,0,-4.447,0,0.047,0.0,0.0724,0.826,105.074,224402,4,0.0399
1kAZhbcsXqfUjnVeqPywn2,Danza Kuduro (feat. Don Omar),Don Omar,2011-06-27,0.706,0.89,0,-6.575,1,0.0855,0.0,0.0465,0.896,130.051,202347,4,0.0847
2N2QvMYwyYHE8V4KZbbG4i,Syypää sun hymyyn (feat. Yasmine Yamajako),Yasmine Yamajako,2012-04-04,0.472,0.815,9,-4.002,0,0.171,0.0,0.265,0.81,98.017,230413,4,0.319
0ltBH1JNzSvQJPjJpvTu9B,Whistle,Flo Rida,2012-04-24,0.754,0.933,0,-5.786,1,0.0199,0.0,0.297,0.75,103.992,225000,4,0.0448
5HbCnVLXRyZVxnreOPgJCK,Girlfriend,Avril Lavigne,2007-04-17,0.56,0.959,7,-2.433,1,0.000738,0.000206,0.209,0.67,163.983,216600,4,0.102
4NFhtFE68cXUrfbne8JE2c,Baby,Ludacris,2010-01-01,0.463,0.854,8,-5.386,1,0.0428,0.0,0.0922,0.567,65.038,216520,4,0.32
5HE3z4Ew7wZ91l3ZOpGKa4,I Cry,Flo Rida,2012-06-22,0.693,0.822,4,-5.441,0,0.00616,1.79e-06,0.315,0.763,126.035,223800,4,0.0439
5L9THbmMKB6ZlHlMgzaXHf,Coconut Tree,Nicole Scherzinger,2010-01-01,0.687,0.855,7,-5.341,0,0.0486,0.0,0.233,0.647,130.029,218373,4,0.0416
7qUcqYzOtfZe65bednDxmz,One Less Lonely Girl,Justin Bieber,2010-01-01,0.58,0.75,4,-4.421,1,0.159,0.0,0.274,0.728,86.938,229107,4,0.194
0seHreoI3kwp38OlEgLLnT,Romeo ja Julia (feat. Sophie),Sophie,2003-05-23,0.695,0.628,11,-6.498,0,0.0539,0.0,0.32,0.529,144.114,236200,4,0.0442
5DcPOPPUnNhyPYbTi2aWjR,Don't You Worry Child - Radio Edit,John Martin,2012-01-01,0.608,0.828,2,-3.597,1,0.125,0.0,0.113,0.484,128.919,212841,4,0.051
3bidbhpOYeV4knp8AIu8Xn,Can't Hold Us - feat. Ray Dalton,Macklemore & Ryan Lewis,2012-10-09,0.641,0.922,2,-4.457,1,0.0291,0.0,0.0862,0.847,146.078,258343,4,0.0786
1HfPcQ3c2HyGeID3u1lmCa,She Wolf (Falling to Pieces) [feat. Sia],Sia,2011-08-26,0.491,0.857,7,-2.634,1,0.0834,7.57e-06,0.344,0.395,129.971,222500,4,0.0656
6Ep6BzIOB9tz3P4sWqiiAB,Radioactive,Imagine Dragons,2012-09-04,0.473,0.777,9,-3.698,1,0.119,7.87e-05,0.671,0.21,136.249,186813,4,0.059
3bC1ahPIYt1btJzSSEyyrF,Whistle,Flo Rida,2012-06-22,0.747,0.937,0,-5.746,1,0.0208,0.0,0.29,0.739,103.976,224653,4,0.0453
05SBRd4fXgn8FX7bf8BCAE,I Need Your Love (feat. Ellie Goulding),Ellie Goulding,2012-10-29,0.695,0.869,8,-5.066,1,0.41,0.0,0.237,0.58,124.989,234507,4,0.0483
3cHyrEgdyYRjgJKSOiOtcS,Timber (feat. Ke$ha),Kesha,2012,0.581,0.963,11,-4.087,1,0.0295,0.0,0.139,0.788,129.992,204160,4,0.0981
2iJuuzV8P9Yz0VSurttIV5,Scream & Shout,Britney Spears,2013-01-01,0.772,0.685,5,-6.849,1,0.019,8.96e-05,0.131,0.501,130.033,283400,4,0.0696
6g1NlCpW7fgqDnWbCCDrHl,Wake Me Up - Radio Edit,Avicii,2013-01-01,0.532,0.783,2,-5.697,1,0.0038,0.0012,0.161,0.643,124.08,247427,4,0.0523
4YMqbFcDIFiCBd02PzUBcM,Thrift Shop (feat. Wanz),Wanz,2012-10-10,0.781,0.526,6,-6.985,0,0.0619,0.0,0.0457,0.662,94.992,235613,4,0.293
5YPMEOJ58kfl56VHxTgwx3,Play Hard (feat. Ne-Yo & Akon),David Guetta,2012-12-07,0.691,0.921,8,-1.702,0,0.173,0.0,0.331,0.8,130.072,201000,4,0.0533
37sINbJZcFdHFAsVNsPq1i,Superheroes,The Script,2014-09-15,0.49,0.885,3,-4.121,1,0.00218,0.0,0.0741,0.64,166.996,245467,4,0.0396
3zrYNl1aMdFrQkcOjKVr5u,I Cry,Flo Rida,2012-06-22,0.693,0.822,4,-5.441,0,0.00616,1.79e-06,0.315,0.763,126.035,223800,4,0.0439
1QzFhzIOW7CyRJLpmq5CM0,Counting Stars,OneRepublic,2014-01-01,0.663,0.705,1,-4.972,0,0.0654,0.0,0.117,0.477,122.014,257387,4,0.0385
1R2SZUOGJqqBiLuvwKOT2Y,Gangnam Style (강남스타일),PSY,2012-01-01,0.727,0.938,11,-2.872,0,0.00432,0.0,0.0911,0.757,132.077,219493,4,0.288
4yOn1TEcfsKHUJCL2h1r8I,Feel This Moment (feat. Christina Aguilera),Christina Aguilera,2012-11-16,0.668,0.758,7,-3.589,1,0.0338,0.0,0.204,0.531,135.958,229507,4,0.158
3GBlLqIYgB8zWaeWDNJzdh,Capsize,Emily Warren,2016-04-15,0.681,0.708,5,-6.019,0,0.042,0.14,0.682,0.356,92.993,237760,4,0.0304
43lwHSTEexXRVVeXZtAtfi,Magical,Raaban,2016-05-27,0.504,0.912,1,-2.867,1,0.199,0.0,0.105,0.248,189.983,218539,4,0.259
6LtPIXlIzPOTF8vTecYjRe,Bleeding Love,Leona Lewis,2007,0.635,0.647,5,-5.864,1,0.192,0.0,0.154,0.201,104.058,262693,4,0.0366
48kF7W23OIcVBsNY5UesuQ,Drop That Low (When I Dip),Tujamo,2016-04-01,0.579,0.896,5,-4.132,0,0.00945,0.836,0.121,0.103,125.672,160000,4,0.373
1CUVN2kn7mW5FjkqXTR2W1,Perfect Strangers,JP Cooper,2016-06-03,0.742,0.819,1,-5.307,1,0.372,0.0,0.277,0.709,117.986,196613,4,0.0487
3eBwnjEe60kDJAMlFg1ewf,Thinking About You,Axwell /\ Ingrosso,2016-05-27,0.69,0.811,8,-5.475,1,0.044,0.0,0.205,0.521,122.001,204590,4,0.058
3cNjgVBKTJ1SvKhunrCdVy,Please Don't Go,Joel Adams,2015-11-06,0.513,0.768,4,-4.868,0,0.0118,1.94e-05,0.294,0.235,84.264,210580,4,0.0587
6F1kPSgdnlSzZRfskE9vaV,Lions in the Wild,Third Party,2016-05-27,0.504,0.847,7,-6.81,0,0.00434,0.0,0.816,0.28,127.854,211890,4,0.0442
12REd1n8PeiHHWOh066tpr,Never Be Like You,kai,2016-05-27,0.494,0.559,0,-5.445,1,0.436,0.0,0.164,0.264,119.247,233337,4,0.0565
53B2XmmjJ9rriW1qciMBeX,Treat You Better,Shawn Mendes,2016-06-03,0.45,0.825,10,-4.066,0,0.121,0.0,0.109,0.742,82.823,187973,4,0.372
6i0V12jOa3mr6uu4WYhUBr,Heathens,Twenty One Pilots,2016-06-16,0.732,0.396,4,-9.348,0,0.0841,3.58e-05,0.105,0.548,90.024,195920,4,0.0286
3KZcrZ36LW9RnChK1iIkth,Send My Love (To Your New Lover),Adele,2015-11-20,0.688,0.532,6,-8.361,0,0.0356,3.08e-06,0.172,0.565,164.068,223079,4,0.0875
0cj2joJcY6b4XSRfj2eZOl,When We Were Young,Adele,2015-11-20,0.377,0.595,3,-5.936,1,0.303,0.0,0.095,0.264,144.464,290900,4,0.0489
6QPKYGnAW9QozVz2dSWqRg,Someone Like You,Adele,2011-01-19,0.554,0.321,9,-8.251,1,0.893,0.0,0.0996,0.288,135.047,285240,4,0.028
5PKWUDfQFtc5qqo8cs1gQp,Set Fire to the Rain,Adele,2011-01-19,0.603,0.67,2,-3.882,0,0.00408,1.66e-06,0.112,0.445,107.995,242974,4,0.0249
1NrJYpdAi7uosDRPmSYrsG,Apologize,OneRepublic,2007-01-01,0.593,0.74,8,-6.12,1,0.363,2.22e-05,0.102,0.502,118.008,208107,4,0.0339
6hvNLxrHBdR1qzdrKasCPE,Onnelliseksi,Juju,2014-05-31,0.645,0.434,0,-7.791,1,0.00187,0.00226,0.124,0.249,100.01,213013,4,0.0399
5pY3ovFxbvAg7reGZjJQSp,I See Fire,Ed Sheeran,2014-06-21,0.641,0.176,6,-11.692,1,0.638,5.14e-06,0.252,0.297,76.031,299147,4,0.0349
11bD1JtSjlIgKgZG2134DZ,Chasing Cars,Snow Patrol,2006-01-01,0.563,0.592,9,-4.571,1,0.209,5.08e-05,0.132,0.136,104.016,267933,4,0.0276
6Vc5wAMmXdKIAM7WUoEb7N,Say Something,Christina Aguilera,2014-01-20,0.407,0.147,2,-8.822,1,0.857,2.89e-06,0.0913,0.0765,141.284,229400,3,0.0355
2QJnTfMpNG05KFf2E3gVIJ,Go Hard or Go Home,Iggy Azalea,2015-03-17,0.651,0.741,4,-5.067,0,0.00293,1.2e-05,0.217,0.386,168.02,232773,4,0.0408
1gou2U6ZcLKXLBC3MYVtEu,Läikkyy,Arttu Lindeman,2016-06-20,0.669,0.846,4,-3.976,0,0.15,0.0,0.154,0.793,150.014,206200,4,0.156
4htrHrq1AB38vprDEha0hv,1972,Anssi Kela,2012-10-01,0.542,0.644,3,-6.196,1,0.0219,0.0,0.138,0.545,153.972,249560,4,0.0961
26nr9XnFCYWxBTIP7HyWXg,Toxic,Britney Spears,2004-11-08,0.774,0.839,5,-3.948,0,0.027,0.0166,0.252,0.923,142.985,198813,4,0.114
02RaNOB5CIiXAhgvLE6Xp0,Älä herätä mua unesta,Mikael Gabriel,2015-05-15,0.656,0.675,1,-7.455,1,0.119,0.0,0.0925,0.353,126.889,204573,4,0.0457
3PfG2rMOU9HglycfbIC4yM,Spaceman,Aste,2015-03-27,0.737,0.95,6,-2.522,0,0.017,0.0,0.233,0.968,127.0,197453,4,0.0611
1ttYNQjND5nBtUnpNMlLQQ,Only One,Aste,2015-03-27,0.578,0.839,2,-3.806,1,0.000649,0.0,0.0708,0.509,121.995,240280,4,0.0755
5U2m76qAMdr3gXI0g6ptlG,Come & Get It,Selena Gomez,2013-01-01,0.349,0.795,7,-4.133,0,0.0102,0.000138,0.0812,0.542,148.985,231987,1,0.0758
7kUtJKGZzLNgIkq1Galkt0,Wherever I Go,OneRepublic,2016-05-13,0.543,0.691,10,-6.403,0,0.107,0.0,0.218,0.335,100.014,170213,4,0.0425
2KMJ5CoxY4ECG9TZyNWmpv,Heatwave (feat. Akon),Akon,2015-09-25,0.702,0.82,7,-4.323,0,0.196,0.0,0.156,0.52,107.936,187126,4,0.063
2hQVEDz4hG8RGmzSPKTDrT,Hubba Bubba,Heavyweight,2016-05-30,0.68,0.847,11,-6.439,1,0.000755,0.0,0.159,0.792,136.039,207394,4,0.0353
16NOHRm0OEjmg55OZAxVmV,I'm In Control,Popcaan,2016-01-21,0.734,0.847,11,-3.713,0,0.355,0.000144,0.154,0.673,104.013,209425,4,0.0346
7FKjWBgGgCGYoRRDIhp4bR,Arcade - Radio Edit,W&W,2016-03-11,0.565,0.957,3,-4.167,0,0.00923,0.69,0.293,0.175,127.953,225000,4,0.0723
4odiyU3myG29Ld0wurMfE8,She Doesn't Mind,Sean Paul,2012-01-24,0.718,0.776,7,-5.208,0,0.000624,5.3e-06,0.207,0.622,120.015,227787,4,0.0693
3peFUAm5l0kWIJXy7Q8GYP,Satellites - Radio Edit,Hannah Robinson,2015-07-13,0.535,0.829,4,-4.371,1,0.0713,2.7e-05,0.146,0.573,127.952,232519,4,0.0613
34NNeV9jfgNgaALgUr0u9V,Calling (Lose My Mind) - Radio Edit,Ryan Tedder,2012-01-01,0.416,0.849,1,-4.909,0,0.00864,0.000138,0.204,0.147,125.098,205440,4,0.0455
1OmxpKVSvn0LGcM3SQS4OV,I Just Had Sex,Akon,2010-01-01,0.621,0.802,6,-4.735,1,0.0235,0.0,0.108,0.819,167.976,168200,4,0.118
3UFoVEy7B2yqUMB21yyJm2,Angels Unite (Radio Edit),Scarlet,2012-11-09,0.529,0.876,5,-5.649,1,0.00102,1.92e-05,0.353,0.282,144.998,216566,4,0.0337
11xsm79HwpWV1C1lMXoVo9,Gypsy Drop - Radio Edit,Jonas Vogel,2014-03-14,0.797,0.962,1,-4.239,1,0.000359,0.767,0.0454,0.422,128.047,180502,4,0.0906
1Xcww2gldd5hN6WvGBsbFT,Bigroom Blitz - Radio Mix,Wiz Khalifa,2014-05-23,0.713,0.909,3,-4.274,1,0.00303,0.000706,0.699,0.438,132.022,187273,4,0.0306
6LU68pNqUguPOsjPIaJwo6,Satisfied (feat. VASSY) - Original Mix,VASSY,2015-06-29,0.611,0.941,0,-1.958,1,0.00326,0.0205,0.345,0.589,128.002,258743,4,0.0491
4zXQSm5XIkcn5qtmtbwO9O,Gold Skies - Original Mix,Aleesia,2014-09-29,0.564,0.823,9,-6.316,0,0.00406,0.0716,0.684,0.221,128.018,329067,4,0.046
2WEiz65hkQPlThgncVH34T,Love Louder - Style Of Eye Remix,Style of Eye,2014-09-01,0.56,0.854,1,-4.878,1,0.00901,1.07e-06,0.506,0.274,126.001,373650,4,0.0669
2BF1X5nkYYSb0AUTRaGkDm,Forbidden Voices,Martin Garrix,2015-02-23,0.534,0.711,10,-5.927,0,0.05,0.0031,0.135,0.3,128.102,230635,4,0.0368
4WRjqQ6sx5qIcddaIxNTfF,Salsa Tequila,Anders Nilsen,2014-07-01,0.661,0.906,6,-3.352,1,0.131,4.1e-05,0.0743,0.638,127.966,199805,4,0.125
3uoqlATyV5IWOhy0LBF7k1,All I Ever Wanted - Radio Edit,Basshunter,2008-07-25,0.645,0.984,4,-7.051,1,0.164,0.00701,0.164,0.553,144.954,176453,4,0.0508
4iMu9le3ytNO3tvgVpQANx,Memories (feat. Kid Cudi),Kid Cudi,2010-03-29,0.561,0.87,8,-6.103,1,0.0015,2.82e-06,0.246,0.498,129.98,210093,4,0.343
3YcXXjmC9cM5Y2x3jUps0p,Trumpsta (Djuro Remix) [feat. Treyy G],Djuro,2013-10-11,0.973,0.587,1,-7.014,1,0.00207,0.38,0.257,0.195,128.0,258507,4,0.242
6T9vhWadqtG3J3jfYf8kcI,Moonlight Shadow,ItaloBrothers,2011-02-04,0.577,0.952,0,-5.172,1,0.0529,0.00603,0.31,0.808,150.02,186880,4,0.0404
4fWcyB6ik13xv6QFmORi0H,Colours Of The Rainbow,Tune Up!,2011-02-04,0.616,0.946,0,-6.392,0,0.00341,0.000188,0.168,0.744,140.045,210240,4,0.059
6d0eTPJ3JZTwOAwLdl0hOJ,Honey,Mikael Gabriel,2015-12-09,0.68,0.633,3,-5.236,0,0.0773,1.57e-06,0.183,0.501,149.922,221633,4,0.0344
6xQjgKUjjKgLDfOibSRyRM,Pämppää,Sahamies,2015-04-27,0.8,0.887,9,-5.038,1,0.113,0.0,0.154,0.526,109.988,191991,4,0.0632
1mea3bSkSGXuIRvnydlB5b,Viva La Vida,Coldplay,2008-05-26,0.486,0.617,5,-7.115,0,0.0954,3.23e-06,0.109,0.417,138.015,242373,4,0.0287
0ett0qCHbl0vdSRFhRSkMc,If I Lose Myself,OneRepublic,2014-01-01,0.485,0.699,2,-6.017,1,0.096,0.0,0.109,0.242,140.096,241560,4,0.0479
3WEmAizxrtQwXEJQRwCrK1,In2,WSTRN,2015-10-03,0.553,0.662,8,-6.454,0,0.342,0.0,0.141,0.561,98.368,242121,4,0.129
0GDz2tPdh6FbxJxM75SQB4,Somebody to Die For,Hurts,2013-03-08,0.426,0.599,11,-7.737,1,0.0198,0.00142,0.366,0.102,91.995,275547,4,0.0282
1domCrjxwdTsPWqVn2Ivc0,Jai Ho! (You Are My Destiny),Nicole Scherzinger,2009-01-01,0.66,0.936,11,-3.931,1,0.0531,2.46e-06,0.082,0.908,136.19,222413,4,0.0624
7pAq1IXYZpL42HchCminu6,Don't Hold Your Breath,Nicole Scherzinger,2011-01-01,0.66,0.797,5,-6.096,0,0.00646,0.000108,0.187,0.674,110.955,197440,4,0.0262
7hFXQCDPgHhZQrC3vSM1o4,When I Grow Up,The Pussycat Dolls,2009-01-01,0.686,0.681,11,-5.761,0,0.00185,0.0,0.395,0.366,118.472,245680,4,0.0471
4vp2J1l5RD4gMZwGFLfRAu,I Gotta Feeling,Black Eyed Peas,2009-01-01,0.743,0.766,0,-6.375,1,0.0873,0.0,0.509,0.61,127.96,289133,4,0.0265
4JehYebiI9JE8sR8MisGVb,Halo,Beyoncé,2008-11-17,0.508,0.72,11,-5.908,0,0.272,0.0,0.0563,0.472,79.983,261640,4,0.0628
7Lf7oSEVdzZqTA0kEDSlS5,Cry Me a River,Justin Timberlake,2002-11-04,0.624,0.654,8,-6.582,0,0.577,0.0,0.104,0.564,73.898,288333,4,0.183
1FMm3wG5WOhi7js35KR7Ea,"You're Gonna Go Far, Kid",The Offspring,2008-06-13,0.55,0.918,9,-3.159,0,0.00466,0.0,0.206,0.563,126.083,177827,4,0.0682
6qYGUxPjQt5PJtWdiNppZx,So What,P!nk,2008-10-24,0.535,0.887,11,-3.106,1,0.000304,2.23e-06,0.257,0.445,126.01,215160,4,0.0449
0RJWhctsc1G1Hg3Ov2th7x,"Whenever, Wherever",Shakira,2001,0.793,0.831,1,-4.861,0,0.264,7.03e-06,0.207,0.865,107.645,197027,4,0.0405
7wZUrN8oemZfsEd1CGkbXE,Bleeding Love,Leona Lewis,2007,0.638,0.656,5,-5.886,1,0.188,0.0,0.146,0.225,104.036,262467,4,0.0357
2cMTIlktg3M9mXYqCPqw1J,Milkshake,Kelis,2003-12-05,0.881,0.774,1,-6.068,1,0.00986,0.0346,0.206,0.759,112.968,182627,4,0.0439
35a4Kzyo9XY4FI9FaSIzzF,Stronger (What Doesn't Kill You),Kelly Clarkson,2012-11-19,0.555,0.923,0,-5.908,1,0.0411,0.0,0.112,0.682,116.012,221920,4,0.0482
5cfPxiul0cdhPYD2uzuQSg,Say OK,Vanessa Hudgens,2006-01-01,0.471,0.696,7,-7.176,1,0.00673,0.000955,0.0884,0.543,125.026,223867,3,0.0468
2w55BLEMG97Smym2V6itnx,Lovesick,Emily Osment,2010-01-01,0.611,0.715,0,-5.621,0,0.00414,0.0,0.353,0.784,129.88,204813,3,0.0604
3lWEKwBNo9IbE9pdKC5NU6,Wherever I Go,Hannah Montana,2011-01-01,0.538,0.621,5,-3.358,1,0.0383,0.0,0.0976,0.372,79.024,212853,4,0.027
0tldYKX9sQsDs41lJxdcp8,I'll Always Remember You,Hannah Montana,2010-01-01,0.418,0.721,8,-2.736,1,0.0485,0.0,0.0986,0.234,144.06,233467,4,0.0385
0lYS1tJg3r6ATe9bRPB0Hu,A Year Without Rain,Selena Gomez & The Scene,2010-01-01,0.627,0.81,2,-5.296,0,0.0125,3.09e-05,0.111,0.409,119.98,234347,4,0.0431
0KTsmr6JOuhxZuiXUha1xC,Beauty And A Beat,Nicki Minaj,2012-01-01,0.601,0.845,0,-4.711,1,0.00116,0.0001,0.0653,0.662,127.97,227987,4,0.0653
62zFEHfAYl5kdHYOivj4BC,International Love (feat. Chris Brown),Chris Brown,2011-06-17,0.67,0.855,0,-3.035,0,0.0124,0.0,0.335,0.648,120.05,227280,4,0.0499
1RK5DiXAYnRZk1fEjnytdp,Clouds (feat. A.J. McLean),AJ McLean,2014-02-28,0.772,0.851,7,-4.343,1,0.0149,0.0,0.136,0.27,91.034,232013,4,0.09
6T27IN7Ai94BeDv6PPCmoC,Turn Me On (feat. Nicki Minaj),Nicki Minaj,2012-12-07,0.704,0.793,8,-2.266,1,0.0488,0.0,0.575,0.412,127.96,199680,4,0.0591
7LpT54RUvN0IvDGIxiwHwS,Sweat (Snoop Dogg vs. David Guetta) - David Guetta Remix,David Guetta,2012-12-07,0.822,0.749,7,-5.563,1,0.0697,0.000273,0.0732,0.707,130.005,196453,4,0.0285
6wPsHct4yJfplE3nA9qvac,Märkää,Petri Nygård,2012-04-16,0.903,0.864,1,-3.763,1,0.0212,0.0,0.511,0.961,120.06,251160,4,0.0358
107ct6t9kseeQWTyeRgcdO,Selvä päivä - feat. Lord Est,Petri Nygård,2010-12-20,0.801,0.726,6,-5.567,0,0.0412,0.0,0.317,0.489,113.98,211560,4,0.0443
629MXzH7txguTIePdNXOWY,Good Ol' Days,The Script,2012-09-10,0.549,0.945,7,-4.351,1,0.031,0.0,0.114,0.565,93.998,263920,4,0.0329
12HmJ4Q5ksOGgaqKgZLvdE,Home,Alex Joseph,2016-02-08,0.577,0.886,2,-3.033,1,0.00562,0.0,0.111,0.616,127.957,174335,4,0.0666
3yXMgnyHN4o5bL68RfWRpC,Supersankari,Laura Närhi,2016-02-26,0.428,0.59,1,-6.187,1,0.102,3.39e-06,0.108,0.305,120.38,232760,4,0.0404
5M9jOReAKGZ2AttVefFjTY,Don't Look Down (feat. Usher),Usher,2015-03-17,0.575,0.831,0,-5.972,1,0.00406,0.000449,0.111,0.377,127.991,223140,4,0.0356
4qwucEZidHAAkcN0BemkoU,Overtime - Vicetone Remix,Vicetone,2014-05-12,0.721,0.887,11,-3.095,0,0.00973,0.00054,0.61,0.678,125.987,357634,4,0.166
5dajiBFiQxyOkmFglyTkvg,Unbreakable,Benjamin,2014-12-19,0.498,0.566,1,-7.381,1,0.00587,0.0,0.156,0.267,141.872,201122,4,0.0304
1MkiqU0AvKhjOZdL6I7NQS,Moon Boots,The Script,2012-09-10,0.482,0.872,2,-4.813,1,0.000518,0.0,0.0935,0.532,152.888,250333,4,0.0469
6EzSy7WxNCazx3csu7lxdV,If You Could See Me Now,The Script,2012-09-10,0.602,0.758,0,-6.864,1,0.00569,0.0,0.145,0.368,100.017,219547,4,0.0399
4b8ssS2AaEUIzOCDlH0aOT,Everytime - Hi-Bias Radio Remix,Taras,2004-04-19,0.524,0.902,0,-4.655,0,0.00994,0.0018,0.094,0.657,128.009,208813,4,0.0315
6ic8OlLUNEATToEFU3xmaH,Gimme More,Britney Spears,2007-10-25,0.788,0.844,2,-3.131,1,0.25,0.000678,0.0723,0.382,113.324,251240,4,0.0334
36ux3YuUsGTWPT8fXclS45,E.T.,Kanye West,2012-03-12,0.62,0.869,1,-5.252,1,0.0181,0.0,0.369,0.76,151.684,229573,4,0.175
5jaz6aiRknA63NIYWdbr2O,We R Who We R,Kesha,2010-10-22,0.739,0.818,8,-5.062,1,0.008,0.00504,0.164,0.713,119.982,204827,4,0.0418
6tWkTeLF2WmjTA1cyS2QEp,The Man Who Never Lied,Maroon 5,2012-01-01,0.63,0.842,2,-5.946,1,0.000342,0.0,0.0711,0.826,139.943,205187,4,0.0355
5gsQegOEB7admETkL6ckUL,Che Guevara,Happoradio,2008-08-14,0.583,0.879,10,-4.171,0,0.0745,0.0,0.187,0.46,139.943,229760,4,0.0367
7xEMGs0GbdfLwVw0Bn5D9H,Maps,Maroon 5,2015-09-25,0.736,0.725,1,-5.498,0,0.0194,0.0,0.081,0.883,119.992,190667,4,0.029
4jOtC832PyIXlCVPRElfQu,Troublemaker (feat. Flo Rida),Flo Rida,2012-11-23,0.762,0.863,0,-3.689,0,0.015,0.0,0.125,0.965,106.008,185587,4,0.0565
5m5TRf7ggoguXtcXQGprN4,Written in the Stars (feat. Eric Turner),Eric Turner,2010-09-03,0.656,0.931,7,-4.188,1,0.0613,0.0,0.219,0.534,91.881,207653,4,0.0981
646J2jOtUe4Jflrmh6JFjN,Bring Me To Life,Evanescence,2003-01-01,0.312,0.946,4,-3.209,0,0.00749,2.93e-06,0.288,0.297,189.892,235893,4,0.107
70VjMtwhm3Q2HBQeJnPfmh,Hung Up,Madonna,2009-09-18,0.64,0.646,9,-7.572,0,0.00364,0.165,0.0912,0.415,124.992,336880,4,0.0497
4TmGtGkkmaoXRCvpOwDJoO,It's My Life,Bon Jovi,2010-01-01,0.546,0.931,0,-3.025,0,0.0295,1.67e-05,0.366,0.527,120.01,224600,4,0.0507
14iN3o8ptQ8cFVZTEmyQRV,I Kissed A Girl,Katy Perry,2008-06-17,0.699,0.76,5,-3.173,1,0.00223,0.0,0.132,0.696,129.996,179640,4,0.0677
1ctdfJSzp6qF2iDAVdDrfl,About You Now,Sugababes,2007-01-01,0.584,0.699,1,-6.065,0,6.52e-05,6.05e-05,0.486,0.585,82.499,212400,4,0.0378
2xScjew1nGldhk7eM2qsCv,Birds Fly (feat. Mr. Probz),Mr. Probz,2015-01-09,0.566,0.675,3,-4.602,0,0.0611,0.0,0.642,0.11,122.553,207805,4,0.0331
0utQYjH6sVVaqnBQFj4R4J,Yellow House,Softengine,2014-06-13,0.577,0.845,7,-6.38,0,0.00692,0.0,0.223,0.345,115.001,213133,4,0.0379
6MDl3PCIz6h6ImkUpqurvE,Platinaa,Janne Ordén,2014-05-09,0.633,0.695,10,-6.789,0,0.0277,0.0,0.338,0.555,165.244,183040,4,0.146
6RtPijgfPKROxEzTHNRiDp,Rude,MAGIC!,2014-06-25,0.773,0.758,1,-4.993,1,0.0422,0.0,0.305,0.925,144.033,224840,4,0.0381
7LpqSvZvaRtcUcSKas6dYK,Maradona (kesä ´86),Teflon Brothers,2014-01-01,0.667,0.599,5,-6.827,0,0.012,0.0,0.12,0.681,120.038,227267,4,0.0486
6chdRBWviHlm7JAtwgflBP,Maps,Maroon 5,2014-06-16,0.743,0.717,1,-5.521,0,0.0223,0.0,0.0678,0.88,120.025,189840,4,0.0299
74JdLqtaJtDM6I6p282Ahh,Perjantai 13.,Nikke Ankara,2014-05-06,0.526,0.84,9,-4.325,0,0.145,0.0,0.13,0.608,79.642,196280,4,0.195
3rqe57UvA8vxlzRuiAx4P5,S&M Remix,Britney Spears,2011-04-11,0.819,0.796,1,-3.397,1,0.0609,0.0,0.0647,0.886,127.931,257293,4,0.0546
7e320tQuzm28o3vpHMSgjz,Mr. Saxobeat - Radio Edit,Alexandra Stan,2010,0.72,0.925,4,-4.165,0,0.0276,0.000238,0.14,0.781,127.004,195105,4,0.0511
